"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","廃置分合等情報有無"
"43403","熊本県","菊池郡","きくちぐん","大津町","おおづまち","2006-01-01","有"
"43404","熊本県","菊池郡","きくちぐん","菊陽町","きくようまち","1991-06-01","有"
"43420","熊本県","阿蘇郡","あそぐん","","","",""
"43423","熊本県","阿蘇郡","あそぐん","南小国町","みなみおぐにまち","","有"
"43424","熊本県","阿蘇郡","あそぐん","小国町","おぐにまち","","有"
"43425","熊本県","阿蘇郡","あそぐん","産山村","うぶやまむら","",""
"43428","熊本県","阿蘇郡","あそぐん","高森町","たかもりまち","",""
"43432","熊本県","阿蘇郡","あそぐん","西原村","にしはらむら","1995-11-22","有"
"43433","熊本県","阿蘇郡","あそぐん","南阿蘇村","みなみあそむら","2005-02-13","有"
"43440","熊本県","上益城郡","かみましきぐん","","","",""
"43441","熊本県","上益城郡","かみましきぐん","御船町","みふねまち","1981-12-01","有"
"43442","熊本県","上益城郡","かみましきぐん","嘉島町","かしままち","1990-09-01","有"
"43443","熊本県","上益城郡","かみましきぐん","益城町","ましきまち","1993-06-01","有"
"43444","熊本県","上益城郡","かみましきぐん","甲佐町","こうさまち","1994-04-01","有"
"43447","熊本県","上益城郡","かみましきぐん","山都町","やまとちょう","2005-02-11","有"
"43460","熊本県","八代郡","やつしろぐん","","","",""
"43468","熊本県","八代郡","やつしろぐん","氷川町","ひかわちょう","2005-10-01","有"
"43480","熊本県","葦北郡","あしきたぐん","","","",""
"43482","熊本県","葦北郡","あしきたぐん","芦北町","あしきたまち","2005-01-01","有"
"43484","熊本県","葦北郡","あしきたぐん","津奈木町","つなぎまち","",""
"43500","熊本県","球磨郡","くまぐん","","","",""
"43501","熊本県","球磨郡","くまぐん","錦町","にしきまち","2005-03-01","有"
"43505","熊本県","球磨郡","くまぐん","多良木町","たらぎまち","1986-09-01","有"
"43506","熊本県","球磨郡","くまぐん","湯前町","ゆのまえまち","1986-09-01","有"
"43507","熊本県","球磨郡","くまぐん","水上村","みずかみむら","1978-09-01","有"
"43510","熊本県","球磨郡","くまぐん","相良村","さがらむら","",""
"43511","熊本県","球磨郡","くまぐん","五木村","いつきむら","",""
"43512","熊本県","球磨郡","くまぐん","山江村","やまえむら","",""
"43513","熊本県","球磨郡","くまぐん","球磨村","くまむら","1989-09-01","有"
"43514","熊本県","球磨郡","くまぐん","あさぎり町","あさぎりちょう","2003-04-01","有"
"43520","熊本県","天草郡","あまくさぐん","","","",""
"43531","熊本県","天草郡","あまくさぐん","苓北町","れいほくまち","",""
"44201","大分県","","","大分市","おおいたし","2005-01-01","有"
"44202","大分県","","","別府市","べっぷし","",""
"44203","大分県","","","中津市","なかつし","2006-05-20","有"
"44204","大分県","","","日田市","ひたし","2005-03-22","有"
"44205","大分県","","","佐伯市","さいきし","2005-03-03","有"
"44206","大分県","","","臼杵市","うすきし","2005-01-01","有"
"44207","大分県","","","津久見市","つくみし","",""
"44208","大分県","","","竹田市","たけたし","2005-04-01","有"
"44209","大分県","","","豊後高田市","ぶんごたかだし","2005-03-31","有"
"44210","大分県","","","杵築市","きつきし","2005-10-01","有"
"44211","大分県","","","宇佐市","うさし","2006-05-20","有"
"44212","大分県","","","豊後大野市","ぶんごおおのし","2005-03-31","有"
"44213","大分県","","","由布市","ゆふし","2005-10-01","有"
"44214","大分県","","","国東市","くにさきし","2006-03-31","有"
"44320","大分県","東国東郡","ひがしくにさきぐん","","","",""
"44322","大分県","東国東郡","ひがしくにさきぐん","姫島村","ひめしまむら","",""
"44340","大分県","速見郡","はやみぐん","","","",""
"44341","大分県","速見郡","はやみぐん","日出町","ひじまち","","有"
"44460","大分県","玖珠郡","くすぐん","","","",""
"44461","大分県","玖珠郡","くすぐん","九重町","ここのえまち","1981-01-01","有"
"44462","大分県","玖珠郡","くすぐん","玖珠町","くすまち","1991-06-01","有"
"45201","宮崎県","","","宮崎市","みやざきし","2006-01-01","有"
"45202","宮崎県","","","都城市","みやこのじょうし","2007-03-26","有"
"45203","宮崎県","","","延岡市","のべおかし","2007-03-31","有"
"45204","宮崎県","","","日南市","にちなんし","","有"
"45205","宮崎県","","","小林市","こばやしし","2006-03-20","有"
"45206","宮崎県","","","日向市","ひゅうがし","2006-02-25","有"
"45207","宮崎県","","","串間市","くしまし","",""
"45208","宮崎県","","","西都市","さいとし","2005-08-19","有"
"45209","宮崎県","","","えびの市","えびのし","2000-05-15","有"
"45300","宮崎県","宮崎郡","みやざきぐん","","","","有"
"45301","宮崎県","宮崎郡","みやざきぐん","清武町","きよたけちょう","2002-01-30","有"
"45320","宮崎県","南那珂郡","みなみなかぐん","","","","有"
"45321","宮崎県","南那珂郡","みなみなかぐん","北郷町","きたごうちょう","","有"
"45322","宮崎県","南那珂郡","みなみなかぐん","南郷町","なんごうちょう","","有"
"45340","宮崎県","北諸県郡","きたもろかたぐん","","","",""
"45341","宮崎県","北諸県郡","きたもろかたぐん","三股町","みまたちょう","1985-03-27","有"
"45360","宮崎県","西諸県郡","にしもろかたぐん","","","",""
"45361","宮崎県","西諸県郡","にしもろかたぐん","高原町","たかはるちょう","1970-06-01","有"
"45362","宮崎県","西諸県郡","にしもろかたぐん","野尻町","のじりちょう","","有"
"45380","宮崎県","東諸県郡","ひがしもろかたぐん","","","",""
"45382","宮崎県","東諸県郡","ひがしもろかたぐん","国富町","くにとみちょう","1979-11-01","有"
"45383","宮崎県","東諸県郡","ひがしもろかたぐん","綾町","あやちょう","1979-11-01","有"
"45400","宮崎県","児湯郡","こゆぐん","","","",""
"45401","宮崎県","児湯郡","こゆぐん","高鍋町","たかなべちょう","1994-12-19","有"
"45402","宮崎県","児湯郡","こゆぐん","新富町","しんとみちょう","2005-08-19","有"
"45403","宮崎県","児湯郡","こゆぐん","西米良村","にしめらそん","",""
"45404","宮崎県","児湯郡","こゆぐん","木城町","きじょうちょう","1983-08-27","有"
"45405","宮崎県","児湯郡","こゆぐん","川南町","かわみなみちょう","1987-05-07","有"
"45406","宮崎県","児湯郡","こゆぐん","都農町","つのちょう","1989-02-28","有"
"45420","宮崎県","東臼杵郡","ひがしうすきぐん","","","",""
"45421","宮崎県","東臼杵郡","ひがしうすきぐん","門川町","かどがわちょう","",""
"45429","宮崎県","東臼杵郡","ひがしうすきぐん","諸塚村","もろつかそん","",""
"45430","宮崎県","東臼杵郡","ひがしうすきぐん","椎葉村","しいばそん","","有"
"45431","宮崎県","東臼杵郡","ひがしうすきぐん","美郷町","みさとちょう","2006-01-01","有"
"45440","宮崎県","西臼杵郡","にしうすきぐん","","","",""
"45441","宮崎県","西臼杵郡","にしうすきぐん","高千穂町","たかちほちょう","",""
"45442","宮崎県","西臼杵郡","にしうすきぐん","日之影町","ひのかげちょう","",""
"45443","宮崎県","西臼杵郡","にしうすきぐん","五ヶ瀬町","ごかせちょう","",""
"46201","鹿児島県","","","鹿児島市","かごしまし","2004-11-01","有"
"46203","鹿児島県","","","鹿屋市","かのやし","2006-01-01","有"
"46204","鹿児島県","","","枕崎市","まくらざきし","1991-11-19","有"
"46206","鹿児島県","","","阿久根市","あくねし","1980-09-01","有"
"46208","鹿児島県","","","出水市","いずみし","2006-03-13","有"
"46209","鹿児島県","","","大口市","おおくちし","2002-06-24","有"
"46210","鹿児島県","","","指宿市","いぶすきし","2006-01-01","有"
"46213","鹿児島県","","","西之表市","にしのおもてし","1988-02-25","有"
"46214","鹿児島県","","","垂水市","たるみずし","",""
"46215","鹿児島県","","","薩摩川内市","さつませんだいし","2004-10-12","有"
"46216","鹿児島県","","","日置市","ひおきし","2005-05-01","有"
"46217","鹿児島県","","","曽於市","そおし","2007-03-26","有"
"46218","鹿児島県","","","霧島市","きりしまし","2005-11-07","有"
"46219","鹿児島県","","","いちき串木野市","いちきくしきのし","2005-10-11","有"
"46220","鹿児島県","","","南さつま市","みなみさつまし","2005-11-07","有"
"46221","鹿児島県","","","志布志市","しぶしし","2006-01-01","有"
"46222","鹿児島県","","","奄美市","あまみし","2006-03-20","有"
"46300","鹿児島県","鹿児島郡","かごしまぐん","","","",""
"46303","鹿児島県","鹿児島郡","かごしまぐん","三島村","みしまむら","1973-04-01","有"
"46304","鹿児島県","鹿児島郡","かごしまぐん","十島村","としまむら","1973-04-01","有"
"46320","鹿児島県","揖宿郡","いぶすきぐん","","","","有"
"46323","鹿児島県","揖宿郡","いぶすきぐん","頴娃町","えいちょう","","有"
"46340","鹿児島県","川辺郡","かわなべぐん","","","","有"
"46344","鹿児島県","川辺郡","かわなべぐん","知覧町","ちらんちょう","1986-03-24","有"
"46345","鹿児島県","川辺郡","かわなべぐん","川辺町","かわなべちょう","1986-03-24","有"
"46380","鹿児島県","薩摩郡","さつまぐん","","","",""
"46392","鹿児島県","薩摩郡","さつまぐん","さつま町","さつまちょう","2005-03-22","有"
"46400","鹿児島県","出水郡","いずみぐん","","","",""
"46404","鹿児島県","出水郡","いずみぐん","長島町","ながしまちょう","2006-03-20","有"
"46420","鹿児島県","伊佐郡","いさぐん","","","","有"
"46421","鹿児島県","伊佐郡","いさぐん","菱刈町","ひしかりちょう","2002-06-24","有"
"46440","鹿児島県","姶良郡","あいらぐん","","","",""
"46441","鹿児島県","姶良郡","あいらぐん","加治木町","かじきちょう","","有"
"46442","鹿児島県","姶良郡","あいらぐん","姶良町","あいらちょう","","有"
"46443","鹿児島県","姶良郡","あいらぐん","蒲生町","かもうちょう","","有"
"46452","鹿児島県","姶良郡","あいらぐん","湧水町","ゆうすいちょう","2005-03-22","有"
"46460","鹿児島県","曽於郡","そおぐん","","","1972-04-01","有"
"46468","鹿児島県","曽於郡","そおぐん","大崎町","おおさきちょう","2004-01-15","有"
"46480","鹿児島県","肝属郡","きもつきぐん","","","",""
"46482","鹿児島県","肝属郡","きもつきぐん","東串良町","ひがしくしらちょう","1999-11-30","有"
"46490","鹿児島県","肝属郡","きもつきぐん","錦江町","きんこうちょう","2005-03-22","有"
"46491","鹿児島県","肝属郡","きもつきぐん","南大隅町","みなみおおすみちょう","2005-03-31","有"
